Abstract ID,Presentation day,Poster number,Poster title,Primary,Secondary
1793,Tuesday,T097,T1 gradient-echo and T1 spin-echo sequences detection of hypointense lesions in Multiple Sclerosis,Imaging Methods,Anatomical MRI 
1802,Tuesday,T098,The Brain Structures Associated with Performance in the Block Design Cognitive Test,Imaging Methods,Anatomical MRI 
1872,Tuesday,T099,In Vivo Reproducible Human Amygdala Nuclei Segmentation by MR Imaging at High (7T) Magnetic Field,Imaging Methods,Anatomical MRI 
1918,Tuesday,T100,Human Brain Structural Change Related to Chronic Methylmercury Poisoning,Imaging Methods,Anatomical MRI 
1957,Tuesday,T101,MOTION-RESOLVED 3D MAGNETIC RESONANCE IMAGING OF THE HUMAN EYE,Imaging Methods,Anatomical MRI 
2069,Tuesday,T102,Middle Cerebral Artery distinctness improvement in MR imaging using High-Resolution SE-WB techniqu,Imaging Methods,Anatomical MRI 
2093,Tuesday,T103,7 Tesla MRI followed by histological 3D reconstructions in whole-brain specimens,Imaging Methods,Anatomical MRI 
2159,Tuesday,T104,Individual differences in TPH2 genetics determine the impact of early life stress on the brain,Imaging Methods,Anatomical MRI 
2309,Tuesday,T105,"The development of a valid, reliable, harmonized segmentation protocol for the hippocampal subfields",Imaging Methods,Anatomical MRI 
2416,Tuesday,T106,Cortical parcellation using Surface-based Melbourne Children's Regional Infant Brain atlases,Imaging Methods,Anatomical MRI 
2509,Tuesday,T107,Cortical and subcortical alterations in migraine without aura,Imaging Methods,Anatomical MRI 
2541,Tuesday,T108,Morphometric Co-Alteration Networking in Schizophrenia: A Voxel-Based and Meta-Analytical Analysis,Imaging Methods,Anatomical MRI 
2599,Tuesday,T109,Association of cardiorespiratory fitness and gray matter volume in the general population (N=2.103),Imaging Methods,Anatomical MRI 
2627,Tuesday,T110,Multi-shot inversion recovery EPI with SMS excitation for high spatial resolution T1-mapping,Imaging Methods,Anatomical MRI 
2637,Tuesday,T111,Rapid protocol for brain T1 and T2* mapping: STrategically Acquired Gradient Echo at 1.5 T MRI,Imaging Methods,Anatomical MRI 
2639,Tuesday,T112,Cortical thickness changes in teenagers exposed to Manganese,Imaging Methods,Anatomical MRI 
2646,Tuesday,T113,Vitamin D concentration and cortical thickness in healthy human adults,Imaging Methods,Anatomical MRI 
2653,Tuesday,T114,In vivo hippocampal subfield volumes in bipolar disorder â€“ a multisite ENIGMA mega-approach,Imaging Methods,Anatomical MRI 
2672,Tuesday,T115,Changes in sub-cortical brain volumes are associated with photoperiod,Imaging Methods,Anatomical MRI 
2755,Tuesday,T116,A combined univariate and multivariate game theory - based analysis of motor deficits in stroke,Imaging Methods,Anatomical MRI 
2765,Tuesday,T117,Assessment of brain abnormality of patients in smoking cessation with retrieval-extinction procedure,Imaging Methods,Anatomical MRI 
2780,Tuesday,T118,Enhancing the specificity of MRI measurements to biophysical components with ex-vivo gene expression,Imaging Methods,Anatomical MRI 
2794,Tuesday,T119,Is VLSM a valid tool for determining the functional anatomy of the brain?,Imaging Methods,Anatomical MRI 
2825,Tuesday,T120,The effect of membrane lipids on quantitative Magnetization Transfer exchange constants,Imaging Methods,Anatomical MRI 
2869,Tuesday,T121,Brain morphology in pure and comorbid ADHD with conduct disorder and oppositional defiant disorder,Imaging Methods,Anatomical MRI 
2880,Tuesday,T122,Structural deficits of frontostriatal white-matter in attention-deficit/hyperactivity disorder,Imaging Methods,Anatomical MRI 
2899,Tuesday,T123,9.4T MRI reveals mesoscopic cortical gray matter vasculature in vivo,Imaging Methods,Anatomical MRI 
3001,Tuesday,T124,Social-cognition cortical development covaries with amygdala size in children with Williams syndrome,Imaging Methods,Anatomical MRI 
3009,Tuesday,T125,Degree Centrality of Co-alteration Networks: The Meta-analytic Hubs of Pathological Spread,Imaging Methods,Anatomical MRI 
3057,Tuesday,T126,The tissue intensity ratio as an index of atypical cortical development in autism spectrum disorder,Imaging Methods,Anatomical MRI 
3156,Tuesday,T127,Morphometry features in different types of epilepsy,Imaging Methods,Anatomical MRI 
3164,Tuesday,T128,Quantifying myelin: validating MR biomarkers with classical histology and mass spectrometry,Imaging Methods,Anatomical MRI 
3168,Tuesday,T129,Evaluation of Multi-Site Reliability in Regional Brain Volumes Without Harmonized Protocols,Imaging Methods,Anatomical MRI 
3202,Tuesday,T130,Persistent Brain Structural Anomalies in ADHD Across Childhood and Adulthood,Imaging Methods,Anatomical MRI 
3335,Tuesday,T131,Construction of 4D Cortical Surface Atlases for the Baby Connectome Project,Imaging Methods,Anatomical MRI 
3346,Tuesday,T132,Quantifying spatial variability of white matter hyperintensity using information theory,Imaging Methods,Anatomical MRI 
3460,Tuesday,T133,Neuroanatomical basis for the cognitive and motivational pathways of ADHD in adolescents,Imaging Methods,Anatomical MRI 
3554,Tuesday,T134,ThatÂ´s what counts - lager amygdala-hippocampus formation associates with higher income,Imaging Methods,Anatomical MRI 
3634,Tuesday,T135,A unified multi-scale probabilistic atlas of the human gray matter,Imaging Methods,Anatomical MRI 
3709,Tuesday,T136,Personality Traits and its Association with Hippocampus Volume in Psychologically Healthy Individual,Imaging Methods,Anatomical MRI 
3758,Tuesday,T137,Resilience mediates the relationship between depressive symptoms and caudal ACC morphology,Imaging Methods,Anatomical MRI 
3829,Tuesday,T138,Neuroanatomy of elementary school late talking children,Imaging Methods,Anatomical MRI 
3869,Tuesday,T139,The correlation of symptom dimensions and gray matter volume in a transdiagnostic cohort,Imaging Methods,Anatomical MRI 
3880,Tuesday,T140,Autism Spectrum Disorder and Childhood Apraxia of Speech:early common and distinct cortical features,Imaging Methods,Anatomical MRI 
3886,Tuesday,T141,Stability of MRI radiomic features of the hippocampus: An analysis of test-retest variability,Imaging Methods,Anatomical MRI 
3891,Tuesday,T142,A series of population-specific Indian brain templates and atlases for ages 6 to 60 years,Imaging Methods,Anatomical MRI 
3912,Tuesday,T143,T1/FLAIR as a surrogate for T1/T2 in the assessment of myelination,Imaging Methods,Anatomical MRI 
3978,Tuesday,T144,Hippocampal subfields alterations in terrorist attack survivors with post-traumatic stress disorder,Imaging Methods,Anatomical MRI 
3989,Tuesday,T145,Long-term brain changes associated to human pregnancy.,Imaging Methods,Anatomical MRI 
4049,Tuesday,T146,Hemispheric Difference in Brain Plasticity: Evidence from Unilateral Brain Damage Patients,Imaging Methods,Anatomical MRI 
4084,Tuesday,T147,Structural Imaging Predictors of Mild Traumatic Brain Injury in a Paediatric Population,Imaging Methods,Anatomical MRI 
4091,Tuesday,T148,Sex differences in structural variability of brain regions in development and young adulthood,Imaging Methods,Anatomical MRI 
4177,Tuesday,T149,Changes in hippocampal regional morphology after treatment with ECT and ketamine in major depression,Imaging Methods,Anatomical MRI 
4195,Tuesday,T150,White matter bottleneck in small vessel disease: lesion symptom mapping study of language-executive,Imaging Methods,Anatomical MRI 
4203,Tuesday,T151,Genetic Contributions to Multivariate Structural Brain Networks,Imaging Methods,Anatomical MRI 
4294,Tuesday,T152,Predicting clinically isolated syndrome conversion to multiple sclerosis. A study using PRoNTo.,Imaging Methods,Anatomical MRI 
4302,Tuesday,T153,Sex Differences in Limbic Network and Risk-taking Propensity in Healthy Individuals,Imaging Methods,Anatomical MRI 
4361,Tuesday,T154,Sexual dimorphism in the human hypothalamus revealed by 3T-MRI,Imaging Methods,Anatomical MRI 
4384,Tuesday,T155,FKBP5 promoter methylation is associated with structural changes in stress processing brain circuits,Imaging Methods,Anatomical MRI 
4482,Tuesday,T156,Accelerated T1 brain Imaging utilizing Compressed sense,Imaging Methods,Anatomical MRI 
4511,Tuesday,T157,How brain volume predicts skill acquisition in a real-time strategy game,Imaging Methods,Anatomical MRI 
4543,Tuesday,T158,Cortical Morphometry in Mild Pediatric Head and Orthopedic Injury Using Two Automated Approaches,Imaging Methods,Anatomical MRI 
4568,Tuesday,T159,The association between Body Mass Index and gyrification in developing children,Imaging Methods,Anatomical MRI 
4802,Tuesday,T160,Surface-Based Detection of Cortical Dysplasia Type IIb,Imaging Methods,Anatomical MRI 
4803,Tuesday,T161,Structural Neural Similarity in Human Brain Anatomy among Mother-teen Dyads,Imaging Methods,Anatomical MRI 
4823,Tuesday,T162,Brain aging assessed with longitudinal magnetic resonance imaging (MRI):  effects of scanner vendor,Imaging Methods,Anatomical MRI 
4840,Tuesday,T163,Age Trajectory and Gender Effects of Volume and R1 in Deep White Matter and Subcortical Structures,Imaging Methods,Anatomical MRI 
4878,Tuesday,T164,Gender difference in asymmetry of small world hemispheric network: A cortical thickness study,Imaging Methods,Anatomical MRI 
4989,Tuesday,T165,Precon_all: A Preclinical Cortical Surface Generation Pipeline for Animal Brains,Imaging Methods,Anatomical MRI 
5037,Tuesday,T166,A 'Simple' Re-Executable Publication: IQ in Typically Developing Children,Imaging Methods,Anatomical MRI 
5040,Tuesday,T167,Automated quantification and scoring of the perivascular space using multi-modal structural MRI,Imaging Methods,Anatomical MRI 
5072,Tuesday,T168,Age associated changes in cortical structure and complexity,Imaging Methods,Anatomical MRI 
1061,Tuesday,T169,MEDUSA: a GPU-based tool to create realistic phantoms of the brain white matter microstructure.,Imaging Methods,Diffusion MRI 
1078,Tuesday,T170,Inter-subject Variability in Anatomical Connectivity and its Dependence on Spatial variation of ROI,Imaging Methods,Diffusion MRI 
1123,Tuesday,T171,A Comparison of Free Water Mapping Techniques in Diffusion MRI,Imaging Methods,Diffusion MRI 
1236,Tuesday,T172,A Diffusion Tensor Imaging Study on Incomplete Traumatic Spinal Cord Injury: A Longitudinal Study,Imaging Methods,Diffusion MRI 
1332,Tuesday,T173,â€œâ€˜Musical training Induces Plasticity in Human Brain White Matterâ€™â€,Imaging Methods,Diffusion MRI 
1345,Tuesday,T174,"MicroLearn: Framework for machine learning, reconstruction and microstructure modeling",Imaging Methods,Diffusion MRI 
1357,Tuesday,T175,Mapping brain structural alterations in teenage after prenatal heavy metal exposure using GQI,Imaging Methods,Diffusion MRI 
1363,Tuesday,T176,Prenatal exposure to perfluorochemicals and later brain structure change revealed by GQI,Imaging Methods,Diffusion MRI 
1591,Tuesday,T177,A head motion correction algorithm for arbitrary q space sampling schemes with high b values,Imaging Methods,Diffusion MRI 
1602,Tuesday,T178,Genetic properties of hub connectivity in the human brain,Imaging Methods,Diffusion MRI 
1827,Tuesday,T179,The External Capsule and Cognition: A High Angular Resolution Diffusion MRI Study,Imaging Methods,Diffusion MRI 
1830,Tuesday,T180,Comparison of Standardized and Study-Specific DTI Templates of the Adult Human Brain,Imaging Methods,Diffusion MRI 
1856,Tuesday,T181,Plasticity of the corticospinal and rubrospinal tract after cervical myelopathy: DTI study,Imaging Methods,Diffusion MRI 
2031,Tuesday,T182,Voxelwise tissue-typing of pediatric brain lesions using manifold embedding,Imaging Methods,Diffusion MRI 
2051,Tuesday,T183,Impaired glymphatic system activity in Parkinsonâ€™s disease: A DTI along the perivascular space study,Imaging Methods,Diffusion MRI 
2068,Tuesday,T184,Individual parcellation of structural connectivity with machine learning,Imaging Methods,Diffusion MRI 
